Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Source
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0013275190174135,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0013275190174135,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0094140884452421,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0094140884463084,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,3.3401844995528314,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,3.3401844995528314,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,194.68250430324292,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,194.68250430324292,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,557.740376961768,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,557.740376961768,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,27.309988826184345,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,27.309988822489114,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0359093894210376,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0359093894210376,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,7.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,7.0,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,756.0,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,756.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,175734.0,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,175734.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,111676.0,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,111676.0,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,10173.0,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,10173.0,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,23.0,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,23.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,399.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,399.0,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,41808.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,41808.0,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,3046035.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,3046035.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,13057813.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,13057813.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,344314.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,344314.0,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,1268.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,1268.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,192609.11629950002,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,192609.11629950002,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,22284395.2421999,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,22284395.2421999,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,5609708074.240892,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,5609708074.240892,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,2507949342.7672234,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,2507949342.7672234,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,367893664.08047056,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,367893664.08047056,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,613456.0171431,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,613456.0171431,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14414375.9245035,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14414375.9245035,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,1522244708.9185085,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,1522244708.9185085,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,67916404315.249374,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,67916404315.249374,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,252588374748.68738,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,252588374748.68738,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14362164266.031044,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14362164266.031044,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,41961898.4599533,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,41961898.4599533,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,0.3094574972015997,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,0.3094574972015997,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,0.6835936599529729,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,0.6835936599529729,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.000544169275519,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0005441692755616,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,3.135099455055718,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,3.135099455055718,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,11.809721386792127,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,11.809721386792127,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,4305.0,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,4305.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,8361.0,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,8361.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Stocks,Stocks,70.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Stocks,Stocks,70.0,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,48683.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,48683.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,191792.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,191792.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,18457863.619220797,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,18457863.619220797,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,35846544.3245281,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,35846544.3245281,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1361924.3248663,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1361924.3248663,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1209754177.3012927,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1209754177.3012927,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,4252319780.9094944,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,4252319780.9094944,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,0.9081297379486994,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,0.9081297379486994,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,144.9528161725768,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,144.9528161725768,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.3727305517170393,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.3727305517170393,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0438051044162965,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0438051044162965,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.2516959612487012,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.2516959612487012,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,8.131001019062957,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,8.131001019062957,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,999.3537967409677,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,999.3537967409677,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,3.476135589043152,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,3.476135589043152,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0070067579868567,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0070067579868567,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Stocks,Stocks,9392.0,8th edition transport model,Carbon neutrality
