Date,Value,Vehicle_Type,Measure,Drive,Transport_Type,Frequency,Medium,Dataset,Unit,Fuel,Economy,Scope
2007,4617.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2008,4397.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2009,4178.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2010,3985.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2011,3788.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2012,3612.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2013,3452.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2014,3366.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2015,3295.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2016,3223.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2017,3112.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2018,3037.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2019,2952.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2020,2865.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2021,2812.0,HT,Stocks,ICE_G,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2001,93754.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2002,98459.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2003,104668.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2004,112326.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2005,119215.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2006,124571.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2007,129664.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2008,133507.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2009,132868.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2010,132055.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2011,131360.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2012,130725.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2013,132035.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2014,134972.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2015,138599.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2016,141774.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2017,146574.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2018,151254.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2019,155645.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2020,158156.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2021,162889.0,HT,Stocks,ICE_D,Freight,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2001,334.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2002,326.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2003,313.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2004,298.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2005,295.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2006,297.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2007,284.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2008,270.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2009,259.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2010,249.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2011,235.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2012,212.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2013,199.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2014,192.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2015,187.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2016,184.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2017,181.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2018,177.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2019,170.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2020,163.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2021,159.0,Bus,Stocks,ICE_G,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2001,4277.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2002,4721.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2003,5139.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2004,5607.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2005,5966.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2006,6248.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2007,6780.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2008,7372.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2009,7725.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2010,7900.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2011,8103.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2012,8262.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2013,8474.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2014,8657.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2015,8890.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2016,9457.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2017,10004.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2018,10762.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2019,11042.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2020,11120.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2021,11250.0,Bus,Stocks,ICE_D,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2001,70.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2002,70.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2003,69.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2004,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2005,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2006,75.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2007,74.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2008,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2009,77.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2010,77.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2011,77.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2012,76.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2013,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2014,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2015,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2016,72.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2017,72.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2018,73.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2019,92.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2020,104.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2021,98.0,Bus,Stocks,BEV,Passenger,Annual,Road,nz_fleet_stats,Stocks,All,12_NZ,National
2000,0.0,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2001,13010.891727524138,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2002,12998.719435882293,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2003,12838.108874229909,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2004,12663.498549926482,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2005,12303.470710082689,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2006,11983.100411291227,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2007,11904.510088037321,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2008,11586.36278781191,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2009,11654.044862216806,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2010,11540.51061842597,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2011,11392.136499764329,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2012,11222.153976821393,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2013,11091.300503894052,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2014,10941.410190583301,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2015,10932.074273935801,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2016,10966.858486488583,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2017,10846.12284166763,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2018,10750.49211752634,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2019,10350.33092363561,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2020,9800.239302352255,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2021,9779.457593640542,LPV,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2000,0.0,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2001,14815.059209857072,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2002,14852.614169457589,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2003,14814.140506422926,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2004,14786.101207807813,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2005,14571.791001489844,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2006,14460.335534836053,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2007,14493.4406104003,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2008,14483.363375689745,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2009,14490.213368682638,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2010,14505.562829012788,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2011,14489.283511268428,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2012,14396.854456379026,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2013,14349.978819018437,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2014,14316.167720826725,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2015,14370.556599860685,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2016,14452.635698845528,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2017,14424.761485908599,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2018,14404.064440436401,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2019,14117.900473289583,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2020,13721.115449523677,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2021,13825.807074722448,LCV,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2000,0.0,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2001,22334.117946834023,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2002,22397.38038420365,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2003,22068.07928050023,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2004,22044.684952978056,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2005,21506.583689019306,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2006,20993.394022236862,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2007,20823.323589413427,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2008,20362.479204520358,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2009,19429.25113055213,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2010,19620.001770425755,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2011,19859.88802954085,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2012,19767.52075418557,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2013,19903.252640056726,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2014,20064.73861779162,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2015,19964.55734167032,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2016,20034.62421206712,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2017,20355.677753122774,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2018,20338.2932291108,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2019,19912.566358932872,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2020,19287.84856156943,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2021,19710.50289620134,HT,Mileage,All,Freight,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2000,0.0,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2001,30064.284447246744,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2002,29550.878427575528,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2003,29327.974472307415,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2004,30160.137704918037,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2005,30629.399825921824,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2006,30612.79940729483,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2007,29689.422736304285,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2008,28659.051721387743,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2009,28101.908274201724,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2010,28561.761458981702,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2011,27784.64286942636,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2012,28121.668888351276,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2013,28062.907685989205,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
2014,28421.624551172095,Bus,Mileage,All,Passenger,Annual,Road,nz_fleet_stats,Km_per_stock,All,12_NZ,National
