date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency
2017,05_PRC,energy,lcv,pj,road,freight,phev_d,yearly
2017,05_PRC,energy,lt,pj,road,passenger,bev,yearly
2017,05_PRC,energy,lt,pj,road,passenger,cng,yearly
2017,05_PRC,energy,lt,pj,road,passenger,fcev,yearly
2017,05_PRC,energy,lt,pj,road,passenger,ice_d,yearly
2017,05_PRC,energy,lt,pj,road,passenger,ice_g,yearly
2017,05_PRC,energy,lt,pj,road,passenger,lpg,yearly
2017,05_PRC,energy,lt,pj,road,passenger,phev_d,yearly
2017,05_PRC,energy,lt,pj,road,passenger,phev_g,yearly
2017,05_PRC,energy,mt,pj,road,freight,bev,yearly
2017,05_PRC,energy,mt,pj,road,freight,cng,yearly
2017,05_PRC,energy,mt,pj,road,freight,fcev,yearly
2017,05_PRC,energy,mt,pj,road,freight,ice_d,yearly
2017,05_PRC,energy,mt,pj,road,freight,ice_g,yearly
2017,05_PRC,energy,mt,pj,road,freight,lpg,yearly
2017,05_PRC,energy,mt,pj,road,freight,phev_d,yearly
2017,05_PRC,energy,mt,pj,road,freight,phev_g,yearly
2017,05_PRC,energy,suv,pj,road,passenger,bev,yearly
2017,05_PRC,energy,suv,pj,road,passenger,cng,yearly
2017,05_PRC,energy,suv,pj,road,passenger,fcev,yearly
2017,05_PRC,energy,suv,pj,road,passenger,ice_d,yearly
2017,05_PRC,energy,suv,pj,road,passenger,ice_g,yearly
2017,05_PRC,energy,suv,pj,road,passenger,lpg,yearly
2017,05_PRC,energy,suv,pj,road,passenger,phev_d,yearly
2017,05_PRC,energy,suv,pj,road,passenger,phev_g,yearly
2017,05_PRC,stocks,2w,stocks,road,freight,bev,yearly
2017,05_PRC,stocks,2w,stocks,road,freight,ice_d,yearly
2017,05_PRC,stocks,2w,stocks,road,freight,ice_g,yearly
2017,06_HKC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,bev,yearly
2017,06_HKC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,ice_d,yearly
2017,06_HKC,activity,2w,passenger_km_or_freight_tonne_km,road,freight,ice_g,yearly
2017,06_HKC,activity,2w,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,06_HKC,activity,bus,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
