,vehicle_type,date,transport_type,economy,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
97,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
98,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
99,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
100,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
101,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
102,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
103,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
104,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
105,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
106,all,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
107,all,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
108,all,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
109,all,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
110,all,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
111,all,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
112,all,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
113,all,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
114,all,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
115,all,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
116,all,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
117,all,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
118,all,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
119,all,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
120,all,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
121,all,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
122,all,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
123,all,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
124,all,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
125,all,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,bev,0.0
126,all,2017,freight,03_CDA,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
127,all,2017,freight,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
128,all,2017,passenger,03_CDA,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
129,all,2017,passenger,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
130,all,2017,freight,03_CDA,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
131,all,2017,freight,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
132,all,2017,passenger,03_CDA,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
133,all,2017,passenger,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
134,all,2017,freight,03_CDA,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
135,all,2017,freight,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
136,all,2017,passenger,03_CDA,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
137,all,2017,passenger,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
138,lcv,2017,freight,03_CDA,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,bev,0.35617350539939235
139,lcv,2017,freight,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,bev,1131.1679747164158
140,2w,2017,passenger,03_CDA,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
141,2w,2017,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
142,bus,2017,passenger,03_CDA,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,bev,0.0
143,bus,2017,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,bev,26.795400232896686
144,2w,1990,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
145,2w,1991,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
146,2w,1992,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
147,2w,1993,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
148,2w,1994,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
149,2w,1995,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
150,2w,1996,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
151,2w,1997,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
152,2w,1998,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
153,2w,1999,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
154,2w,2000,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
155,2w,2001,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
156,2w,2002,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
157,2w,2003,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
158,2w,2004,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
159,2w,2005,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
160,2w,2006,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
161,2w,2007,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
162,2w,2008,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
163,2w,2009,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
164,2w,2010,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
165,2w,2011,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
166,2w,2012,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
167,2w,2013,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
168,2w,2014,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
169,2w,2015,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
170,2w,2016,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
171,2w,2017,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
172,2w,2018,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
173,2w,2019,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
174,2w,2020,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
175,2w,2021,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
176,bus,1990,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
177,bus,1991,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
178,bus,1992,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
179,bus,1993,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
180,bus,1994,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
181,bus,1995,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
182,bus,1996,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
183,bus,1997,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
184,bus,1998,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
185,bus,1999,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
186,bus,2000,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
187,bus,2001,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
188,bus,2002,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
189,bus,2003,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
190,bus,2004,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
191,bus,2005,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
192,bus,2006,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
193,bus,2007,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
194,bus,2008,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
195,bus,2009,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
196,bus,2010,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
197,bus,2011,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
198,bus,2012,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
199,bus,2013,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
200,bus,2014,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
201,bus,2015,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
202,bus,2016,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
203,bus,2017,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
204,bus,2018,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
205,bus,2019,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
206,bus,2020,passenger,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer  historical,phev,0.0
207,others,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
208,others,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
209,others,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
210,others,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
211,others,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
212,others,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
213,others,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
214,others,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
215,others,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
216,others,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
217,others,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
218,others,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
219,others,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
220,others,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
221,others,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
222,others,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
223,others,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
224,others,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
225,others,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
226,others,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
227,others,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
228,others,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
229,others,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
230,others,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
231,others,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
232,others,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
233,others,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
234,others,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
235,others,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
236,others,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
237,others,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
238,others,2021,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
239,all,1990,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
240,all,1991,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
241,all,1992,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
242,all,1993,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
243,all,1994,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
244,all,1995,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
245,all,1996,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
246,all,1997,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
247,all,1998,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
248,all,1999,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
249,all,2000,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
250,all,2001,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
251,all,2002,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
252,all,2003,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
253,all,2004,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
254,all,2005,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
255,all,2006,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
256,all,2007,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
257,all,2008,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
258,all,2009,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
259,all,2010,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
260,all,2011,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
261,all,2012,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
262,all,2013,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
263,all,2014,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
264,all,2015,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
265,all,2016,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
266,all,2017,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
267,all,2018,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
268,all,2019,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
269,all,2020,combined,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,ato  country_official_statistics $ iea_ev_explorer_no_data,phev,0.0
270,all,2017,freight,03_CDA,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
271,all,2017,freight,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
272,all,2017,passenger,03_CDA,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
273,all,2017,passenger,08_JPN,air,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
274,all,2017,freight,03_CDA,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
275,all,2017,freight,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
276,all,2017,passenger,03_CDA,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
277,all,2017,passenger,08_JPN,rail,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
278,all,2017,freight,03_CDA,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
279,all,2017,freight,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
280,all,2017,passenger,03_CDA,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
281,all,2017,passenger,08_JPN,ship,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer_no_data,phev,0.0
282,lcv,2017,freight,03_CDA,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,phev,1.780867526996962
283,lcv,2017,freight,08_JPN,road,stocks,stocks,all,no_comment,national,yearly,8th_-_new_vtypes_and_drives  reference $ iea_ev_explorer  historical,phev,0.0
