Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments,Fuel
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,d,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,g,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,bev,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,03_CDA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,05_PRC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,16_RUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,19_THA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,20_USA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,2w,g,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,cng,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,g,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,lpg,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ht,phevd,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,bev,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,bev,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,bev,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,bev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,cng,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,d,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,d,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,fcev,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,fcev,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,fcev,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,fcev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,g,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,g,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,14_PE,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,lpg,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,freight,ldv,phevg,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,cng,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,fcev,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,g,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,07_INA,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,lpg,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,01_AUS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,04_CHL,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,06_HKC,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,09_ROK,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,11_MEX,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,12_NZ,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,bus,phevd,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,02_BD,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,08_JPN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,15_RP,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,cng,2017-12-31,18_CT,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,lpg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,lpg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,lpg,2017-12-31,17_SIN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,lpg,2017-12-31,21_VN,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,phevg,2017-12-31,10_MAS,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
road,passenger,ldv,phevg,2017-12-31,13_PNG,Yearly,Turnover_rate,%,0.03,Turnover_rate_est,National,,,
air,passenger,,,2017-12-31,01_AUS,Yearly,Energy,PJ,112.75248891815444,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,03_CDA,Yearly,Energy,PJ,258.1948340849563,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,21.51303054013448,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,940.3320968718156,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0736162041780487,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,180.8013273137644,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,131.33161249547533,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,50.66678105206221,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,114.1907056063388,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,11_MEX,Yearly,Energy,PJ,0.5624082633516382,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,12_NZ,Yearly,Energy,PJ,13.92613416,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,13_PNG,Yearly,Energy,PJ,5.873582760332899,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,14_PE,Yearly,Energy,PJ,31.52947825585388,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,15_RP,Yearly,Energy,PJ,18.816334451465774,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,16_RUS,Yearly,Energy,PJ,226.1790876996,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,18_CT,Yearly,Energy,PJ,10.316956737771331,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,19_THA,Yearly,Energy,PJ,31.838851794588717,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,20_USA,Yearly,Energy,PJ,2144.398367317845,Energy_non_road_est $ EGEDA/8th_ref,National,,,
air,passenger,,,2017-12-31,21_VN,Yearly,Energy,PJ,31.6498199568856,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,01_AUS,Yearly,Energy,PJ,10.798861767355463,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,03_CDA,Yearly,Energy,PJ,1.8924386469647492,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,0.6555091252104293,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,170.68530071945912,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,3.1266528005226117,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,0.6013517115864038,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,65.76658540429425,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,12.172057619182898,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,0.938506228561958,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,11_MEX,Yearly,Energy,PJ,5.687595460042659,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,12_NZ,Yearly,Energy,PJ,0.2670747063003869,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,14_PE,Yearly,Energy,PJ,0.0014901723772073,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,15_RP,Yearly,Energy,PJ,0.4428839690246305,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,16_RUS,Yearly,Energy,PJ,31.806258134541952,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,17_SIN,Yearly,Energy,PJ,9.96444000163417,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,18_CT,Yearly,Energy,PJ,5.632110951614439,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,19_THA,Yearly,Energy,PJ,3.542511287379865,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,20_USA,Yearly,Energy,PJ,34.71871318986707,Energy_non_road_est $ EGEDA/8th_ref,National,,,
rail,passenger,,,2017-12-31,21_VN,Yearly,Energy,PJ,1.1871660499789398,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,01_AUS,Yearly,Energy,PJ,3.7734986539251456,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,05_PRC,Yearly,Energy,PJ,0.0,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,06_HKC,Yearly,Energy,PJ,5.83064488263632,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,07_INA,Yearly,Energy,PJ,0.0032398062638416,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,08_JPN,Yearly,Energy,PJ,4.144267693760768,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,09_ROK,Yearly,Energy,PJ,0.5607167226471563,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,10_MAS,Yearly,Energy,PJ,0.0177383930617042,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,11_MEX,Yearly,Energy,PJ,1.251238676385531,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,12_NZ,Yearly,Energy,PJ,0.215252842185134,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,13_PNG,Yearly,Energy,PJ,0.1812443587038785,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,14_PE,Yearly,Energy,PJ,0.1791209796361584,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,15_RP,Yearly,Energy,PJ,26.92710880192664,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,16_RUS,Yearly,Energy,PJ,1.6652351138466372,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,17_SIN,Yearly,Energy,PJ,1.790036248589835,Energy_non_road_est $ EGEDA/8th_ref,National,,,
ship,passenger,,,2017-12-31,18_CT,Yearly,Energy,PJ,0.0,Energy_non_road_est $ EGEDA/8th_ref,National,,,
