Medium,Transport Type,Vehicle Type,Drive,Economy,Frequency,Measure,Unit,Scope,Fuel_Type,Fuel,Date
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,freight,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,d,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,fcev,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,g,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2010-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2011-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2012-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2013-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2014-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2015-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2016-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2017-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2018-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2019-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2020-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Energy,PJ,National,,,2021-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,freight,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,bev,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,cng,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,d,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,g,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,lpg,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2010-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2011-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2012-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2013-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2014-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2015-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2016-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2017-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2018-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2019-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2020-12-31
road,passenger,ldv,phevg,05_PRC,Yearly,Stocks,Stocks,National,,,2021-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2010-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2011-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2012-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2013-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2014-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2015-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2016-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2017-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2018-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2019-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2020-12-31
road,freight,ldv,bev,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,National,,,2021-12-31
