Medium,Transport Type,Vehicle Type,Drive,Economy,Frequency,Measure,Unit,Scope,Fuel_Type,Fuel,Date
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,lpg,08_JPN,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,phevg,08_JPN,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,bev,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,cng,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,d,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,fcev,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,g,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,lpg,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,phevg,09_ROK,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,bev,10_MAS,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,cng,10_MAS,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,d,10_MAS,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,fcev,10_MAS,Yearly,Turnover_rate,%,National,,,2021-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2010-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2011-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2012-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2013-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2014-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2015-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2016-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2017-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2018-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2019-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2020-12-31
road,passenger,ldv,g,10_MAS,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,bev,11_MEX,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,cng,11_MEX,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,d,11_MEX,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,fcev,11_MEX,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2012-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2013-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2014-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2015-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2016-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2017-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2018-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2019-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2020-12-31
road,freight,ldv,g,11_MEX,Yearly,Turnover_rate,%,National,,,2021-12-31
road,freight,ldv,lpg,11_MEX,Yearly,Turnover_rate,%,National,,,2010-12-31
road,freight,ldv,lpg,11_MEX,Yearly,Turnover_rate,%,National,,,2011-12-31
