,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
17678,all,passenger,20_USA,1995,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,100.67926896516023
17679,all,passenger,20_USA,1996,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,94.15738732065418
17680,all,passenger,20_USA,1997,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,90.44078345826192
17681,all,passenger,20_USA,1998,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,86.65230672182653
17682,all,passenger,20_USA,1999,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,97.38651879173952
17683,all,passenger,20_USA,2000,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,102.8843340797753
17684,all,passenger,20_USA,2001,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,90.6297436235859
17685,all,passenger,20_USA,2002,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,96.4194034898966
17686,all,passenger,20_USA,2003,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,99.33147587508677
17687,all,passenger,20_USA,2004,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,95.9943879678622
17688,all,passenger,20_USA,2005,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,120.27157235548384
17689,all,passenger,20_USA,2006,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,117.06170971890332
17690,all,passenger,20_USA,2007,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,116.25515185923126
17691,all,passenger,20_USA,2008,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,107.57022826830834
17692,all,passenger,20_USA,2009,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,139.8398170042367
17693,all,passenger,20_USA,2010,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,107.19404613699469
17694,all,passenger,20_USA,2011,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,222.8423995856998
17695,all,passenger,20_USA,2012,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,235.58590334887464
17696,all,passenger,20_USA,2013,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,232.83660286574016
17697,all,passenger,20_USA,2014,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,232.1889886226791
17698,all,passenger,20_USA,2015,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,248.6539650264862
17699,all,passenger,20_USA,2016,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,247.26836230900904
17700,all,passenger,20_USA,2017,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,246.431669593863
17701,all,passenger,20_USA,2018,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,262.1061232543696
17702,all,passenger,20_USA,2019,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,263.6077879378658
17703,all,passenger,20_USA,2020,ship,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,199.24860661905947
18366,all,freight,20_USA,1980,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,252.32544983516937
18367,all,freight,20_USA,1981,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,235.9869095941424
18368,all,freight,20_USA,1982,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,236.7910321075724
18369,all,freight,20_USA,1983,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,244.4225132859829
18370,all,freight,20_USA,1984,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,275.2864767632332
18371,all,freight,20_USA,1985,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,288.64925152462456
18372,all,freight,20_USA,1986,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,289.14606607113865
18373,all,freight,20_USA,1987,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,297.6021569607737
18374,all,freight,20_USA,1988,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,309.8688666401654
18375,all,freight,20_USA,1989,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,317.68473259872553
18376,all,freight,20_USA,1990,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,325.5597420242384
18377,all,freight,20_USA,1991,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,313.1840414769404
18378,all,freight,20_USA,1992,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,303.7752610616303
18379,all,freight,20_USA,1993,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,306.89047214087304
18380,all,freight,20_USA,1994,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,320.7838484232011
18381,all,freight,20_USA,1995,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,311.97371263450214
18382,all,freight,20_USA,1996,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,327.0102084825444
18383,all,freight,20_USA,1997,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,322.7936911839256
18384,all,freight,20_USA,1998,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,327.22404514606296
18385,all,freight,20_USA,1999,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,332.552023143644
18386,all,freight,20_USA,2000,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,348.79730719685085
18387,all,freight,20_USA,2001,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,335.40338779737203
18388,all,freight,20_USA,2002,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,304.77892273541784
18389,all,freight,20_USA,2003,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,300.3247867219011
18390,all,freight,20_USA,2004,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,310.9556402657854
18391,all,freight,20_USA,2005,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,315.98123746752026
18392,all,freight,20_USA,2006,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,299.5754295612551
18393,all,freight,20_USA,2007,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,295.4665156350725
18394,all,freight,20_USA,2008,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,270.1753854607425
18395,all,freight,20_USA,2009,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,246.08002797481845
18396,all,freight,20_USA,2010,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,251.9840921455193
18397,all,freight,20_USA,2011,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,252.3443354462761
18398,all,freight,20_USA,2012,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,249.62616574810863
18399,all,freight,20_USA,2013,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,254.56759898040423
18400,all,freight,20_USA,2014,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,260.96179835895805
18401,all,freight,20_USA,2015,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,272.7409583148583
18402,all,freight,20_USA,2016,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,283.16702797574953
18403,all,freight,20_USA,2017,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,298.8928980545552
18404,all,freight,20_USA,2018,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,303.5562995255832
18405,all,freight,20_USA,2019,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,308.77638681777944
18406,all,freight,20_USA,2020,air,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,191.7478790368241
19020,all,freight,20_USA,1980,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,555.4999283554016
19021,all,freight,20_USA,1981,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,538.7399966257112
19022,all,freight,20_USA,1982,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,487.210043358901
19023,all,freight,20_USA,1983,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,411.6145470956122
19024,all,freight,20_USA,1984,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,445.2125454348518
19025,all,freight,20_USA,1985,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,414.19299813094926
19026,all,freight,20_USA,1986,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,398.68322447899806
19027,all,freight,20_USA,1987,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,408.3328821415472
19028,all,freight,20_USA,1988,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,428.0228718659386
19029,all,freight,20_USA,1989,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,421.1470024383733
19030,all,freight,20_USA,1990,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,422.0212887698081
19031,all,freight,20_USA,1991,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,397.8507598420076
19032,all,freight,20_USA,1992,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,426.2225231249304
19033,all,freight,20_USA,1993,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,387.8498780810058
19034,all,freight,20_USA,1994,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,407.99497222662217
19035,all,freight,20_USA,1995,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,424.1582972676634
19036,all,freight,20_USA,1996,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,431.9600298608584
19037,all,freight,20_USA,1997,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,405.6155385437732
19038,all,freight,20_USA,1998,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,373.2233801784172
19039,all,freight,20_USA,1999,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,365.5812107301256
19040,all,freight,20_USA,2000,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,403.4085485407725
19041,all,freight,20_USA,2001,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,393.45245369290575
19042,all,freight,20_USA,2002,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,413.28234391968414
19043,all,freight,20_USA,2003,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,414.8930749342512
19044,all,freight,20_USA,2004,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,442.3998460296984
19045,all,freight,20_USA,2005,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,491.99948490308753
19046,all,freight,20_USA,2006,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,545.5931991246296
19047,all,freight,20_USA,2007,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,527.8359342547028
19048,all,freight,20_USA,2008,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,416.5273284543997
19049,all,freight,20_USA,2009,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,338.0012819466668
19050,all,freight,20_USA,2010,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,356.97300506772524
19051,all,freight,20_USA,2011,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,472.7448392888048
19052,all,freight,20_USA,2012,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,417.2965624398646
19053,all,freight,20_USA,2013,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,451.9344071074715
19054,all,freight,20_USA,2014,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,456.1679932095993
19055,all,freight,20_USA,2015,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,491.72948201224784
19056,all,freight,20_USA,2016,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,484.7026052091236
19057,all,freight,20_USA,2017,rail,energy,pj,all,no_comment,national,yearly,egeda_split_into_transport_types_using_8th $ egeda_9th_cleansed,all,484.32142419773294
