,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
44830,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44831,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44832,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44833,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44834,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44835,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44836,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44837,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44838,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44839,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44840,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44841,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44842,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44843,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44844,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44845,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44846,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44847,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
44848,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,97102972.1412374
45409,mt,freight,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45410,mt,freight,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45411,mt,freight,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45412,mt,freight,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45413,mt,freight,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45414,mt,freight,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45415,mt,freight,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45416,mt,freight,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45417,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45418,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45419,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45420,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45421,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45422,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45423,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45424,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45425,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45426,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45427,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45428,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45429,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45430,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45431,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45432,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45433,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45434,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45435,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45436,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,192011526.832955
45997,mt,freight,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
45998,mt,freight,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
45999,mt,freight,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46000,mt,freight,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46001,mt,freight,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46002,mt,freight,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46003,mt,freight,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46004,mt,freight,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46005,mt,freight,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46006,mt,freight,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46007,mt,freight,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46008,mt,freight,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46009,mt,freight,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46010,mt,freight,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46011,mt,freight,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46012,mt,freight,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46013,mt,freight,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46014,mt,freight,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46015,mt,freight,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46016,mt,freight,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46017,mt,freight,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46018,mt,freight,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46019,mt,freight,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46020,mt,freight,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46021,mt,freight,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46022,mt,freight,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46023,mt,freight,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46024,mt,freight,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,169930201.247165
46585,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46586,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46587,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46588,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46589,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46590,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46591,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46592,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46593,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46594,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46595,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46596,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46597,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46598,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46599,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46600,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46601,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46602,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46603,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46604,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46605,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46606,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46607,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46608,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46609,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46610,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46611,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
46612,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,bev,2078609221.46636
47173,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47174,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47175,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47176,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47177,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47178,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47179,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47180,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47181,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47182,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47183,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47184,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47185,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47186,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47187,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47188,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47189,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47190,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47191,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47192,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47193,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47194,2w,passenger,20_USA,2017,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47195,2w,passenger,20_USA,2018,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47196,2w,passenger,20_USA,2019,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47197,2w,passenger,20_USA,2020,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47198,2w,passenger,20_USA,2021,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47199,2w,passenger,20_USA,2022,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47200,2w,passenger,20_USA,2023,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,cng,593888348.99039
47761,2w,passenger,20_USA,2010,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47762,2w,passenger,20_USA,2011,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47763,2w,passenger,20_USA,2012,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47764,2w,passenger,20_USA,2013,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47765,2w,passenger,20_USA,2014,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47766,2w,passenger,20_USA,2015,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47767,2w,passenger,20_USA,2016,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47768,2w,passenger,20_USA,2017,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47769,2w,passenger,20_USA,2018,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47770,2w,passenger,20_USA,2019,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47771,2w,passenger,20_USA,2020,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47772,2w,passenger,20_USA,2021,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47773,2w,passenger,20_USA,2022,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47774,2w,passenger,20_USA,2023,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47775,2w,passenger,20_USA,2010,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47776,2w,passenger,20_USA,2011,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47777,2w,passenger,20_USA,2012,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47778,2w,passenger,20_USA,2013,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47779,2w,passenger,20_USA,2014,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47780,2w,passenger,20_USA,2015,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
47781,2w,passenger,20_USA,2016,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,fcev,2078609221.46636
