,Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency_x,Measure,Unit_x,Dataset,Scope,Comments,Fuel,Source,Value,Frequency_y,Unit_y,_merge
5774,road,freight,2w,phev_g,2017-12-31,20_USA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
5775,road,freight,2w,phev_g,2017-12-31,21_VN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1039304610.7331824,,,left_only
5776,road,freight,2w,phev_d,2017-12-31,01_AUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5777,road,freight,2w,phev_d,2017-12-31,02_BD,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5778,road,freight,2w,phev_d,2017-12-31,03_CDA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5779,road,freight,2w,phev_d,2017-12-31,04_CHL,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5780,road,freight,2w,phev_d,2017-12-31,05_PRC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5781,road,freight,2w,phev_d,2017-12-31,06_HKC,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5782,road,freight,2w,phev_d,2017-12-31,07_INA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5783,road,freight,2w,phev_d,2017-12-31,08_JPN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5784,road,freight,2w,phev_d,2017-12-31,09_ROK,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5785,road,freight,2w,phev_d,2017-12-31,10_MAS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5786,road,freight,2w,phev_d,2017-12-31,11_MEX,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5787,road,freight,2w,phev_d,2017-12-31,12_NZ,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5788,road,freight,2w,phev_d,2017-12-31,13_PNG,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5789,road,freight,2w,phev_d,2017-12-31,14_PE,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5790,road,freight,2w,phev_d,2017-12-31,15_RP,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5791,road,freight,2w,phev_d,2017-12-31,16_RUS,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5792,road,freight,2w,phev_d,2017-12-31,17_SIN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5793,road,freight,2w,phev_d,2017-12-31,18_CT,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5794,road,freight,2w,phev_d,2017-12-31,19_THA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5795,road,freight,2w,phev_d,2017-12-31,20_USA,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
5796,road,freight,2w,phev_d,2017-12-31,21_VN,Yearly,New_vehicle_efficiency,Km_per_PJ,manually_inputted_data_cleaned_road,National,USA data,all,USA_alternative_fuels_data_center,1174355492.3538785,,,left_only
