,date,medium,measure,transport_type,unit,vehicle_type,scope,frequency,economy,fuel,comment,dataset,drive,value
7132,2021,road,efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,365685752.1076496
7133,2021,road,efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,466039964.1182256
7134,2021,road,efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,477863120.5308296
7135,2021,road,efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,303756666.42847246
7136,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,236992962.7810467
7137,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,214153473.4189404
7138,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,339697054.74519366
7139,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,616301612.219658
7140,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,292548601.68611974
7141,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,372831971.2945805
7142,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,382290496.42466366
7143,2021,road,efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,243005333.142778
7144,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,47667902.7411878
7145,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,43074050.903582335
7146,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,68325430.329431
7147,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,123960665.18509032
7148,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,58842161.93004909
7149,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,74990066.95356904
7150,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,76892520.30359711
7151,2021,road,efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,48877209.052581474
7152,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,57201483.28942536
7153,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,51688861.0842988
7154,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,81990516.3953172
7155,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,148752798.22210836
7156,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,70610594.31605889
7157,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,89988080.34428284
7158,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
7159,2021,road,efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,58652650.86309777
7160,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,160120818.75335357
7161,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,144689652.80794245
7162,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,229511331.87931597
7163,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,416395143.5080988
7164,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,197656171.21048304
7165,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,251898452.1758524
7166,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,258288965.92890123
7167,2021,road,efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,164182988.59026232
7168,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,171379208.62265775
7169,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,154863048.95997757
7170,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,245648696.6132599
7171,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,445672653.4646287
7172,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,211553740.88872293
7173,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,269609896.5973206
7174,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,276449739.15006673
7175,2021,road,efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,175726997.10738078
7176,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
7177,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,67529528.88334937
7178,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
7179,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,61021572.11340829
7180,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
7181,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,96794359.63336056
7182,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
7183,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,175610942.34554458
7184,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
7185,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,83359729.40090285
7186,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
7187,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,106235928.1842228
7188,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
7189,2022,road,efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,108931070.43009593
7190,2022,road,efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
