,date,medium,measure,transport_type,unit,vehicle_type,scope,frequency,economy,fuel,comment,dataset,drive,value
7950,2017,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
7951,2017,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,58652650.86309777
7952,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,160120818.75335357
7953,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,144689652.80794245
7954,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,229511331.87931597
7955,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,416395143.5080988
7956,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,197656171.21048304
7957,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,251898452.1758524
7958,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,258288965.92890123
7959,2017,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,164182988.59026232
7960,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,171379208.62265775
7961,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,154863048.95997757
7962,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,245648696.6132599
7963,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,445672653.4646287
7964,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,211553740.88872293
7965,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,269609896.5973206
7966,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,276449739.15006673
7967,2017,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,175726997.10738078
7968,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
7969,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,67529528.88334937
7970,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
7971,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,61021572.11340829
7972,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
7973,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,96794359.63336056
7974,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
7975,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,175610942.34554458
7976,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
7977,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,83359729.40090285
7978,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
7979,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,106235928.1842228
7980,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
7981,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,108931070.43009593
7982,2018,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
7983,2018,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,69242712.82449043
7984,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
7985,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
7986,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
7987,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
7988,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
7989,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
7990,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
7991,2018,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
7992,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,296241203.47630835
7993,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,267691841.77367547
7994,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,424621318.431492
7995,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,770377015.2745725
7996,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,365685752.1076496
7997,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,466039964.1182256
7998,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,477863120.5308296
7999,2018,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,303756666.42847246
8000,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,236992962.7810467
8001,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,214153473.4189404
8002,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,339697054.74519366
8003,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,616301612.219658
8004,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,292548601.68611974
8005,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,372831971.2945805
8006,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,382290496.42466366
8007,2018,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,243005333.142778
8008,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,47667902.7411878
8009,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,43074050.903582335
8010,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,68325430.329431
8011,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,123960665.18509032
8012,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,58842161.93004909
8013,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,74990066.95356904
8014,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,76892520.30359711
8015,2018,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,48877209.052581474
8016,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,57201483.28942536
8017,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,51688861.0842988
8018,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,81990516.3953172
8019,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,148752798.22210836
8020,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,70610594.31605889
8021,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,89988080.34428284
8022,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
8023,2018,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,58652650.86309777
8024,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,160120818.75335357
8025,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,144689652.80794245
8026,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,229511331.87931597
8027,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,416395143.5080988
8028,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,197656171.21048304
8029,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,251898452.1758524
8030,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,258288965.92890123
8031,2018,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,164182988.59026232
8032,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,171379208.62265775
8033,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,154863048.95997757
8034,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,245648696.6132599
8035,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,445672653.4646287
8036,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,211553740.88872293
8037,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,269609896.5973206
8038,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,276449739.15006673
8039,2018,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,175726997.10738078
8040,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8041,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,67529528.88334937
8042,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8043,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,61021572.11340829
8044,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8045,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,96794359.63336056
8046,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8047,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,175610942.34554458
8048,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8049,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,83359729.40090285
8050,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8051,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,106235928.1842228
8052,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8053,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,108931070.43009593
8054,2019,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8055,2019,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,69242712.82449043
8056,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8057,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8058,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8059,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8060,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8061,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8062,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8063,2019,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8064,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,296241203.47630835
8065,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,267691841.77367547
8066,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,424621318.431492
8067,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,770377015.2745725
8068,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,365685752.1076496
8069,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,466039964.1182256
8070,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,477863120.5308296
8071,2019,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,303756666.42847246
8072,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,236992962.7810467
8073,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,214153473.4189404
8074,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,339697054.74519366
8075,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,616301612.219658
8076,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,292548601.68611974
8077,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,372831971.2945805
8078,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,382290496.42466366
8079,2019,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,243005333.142778
8080,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,47667902.7411878
8081,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,43074050.903582335
8082,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,68325430.329431
8083,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,123960665.18509032
8084,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,58842161.93004909
8085,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,74990066.95356904
8086,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,76892520.30359711
8087,2019,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,48877209.052581474
8088,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,57201483.28942536
8089,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,51688861.0842988
8090,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,81990516.3953172
8091,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,148752798.22210836
8092,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,70610594.31605889
8093,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,89988080.34428284
8094,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
8095,2019,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,58652650.86309777
8096,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,160120818.75335357
8097,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,144689652.80794245
8098,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,229511331.87931597
8099,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,416395143.5080988
8100,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,197656171.21048304
8101,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,251898452.1758524
8102,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,258288965.92890123
8103,2019,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,164182988.59026232
8104,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,171379208.62265775
8105,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,154863048.95997757
8106,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,245648696.6132599
8107,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,445672653.4646287
8108,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,211553740.88872293
8109,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,269609896.5973206
8110,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,276449739.15006673
8111,2019,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,175726997.10738078
8112,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8113,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,67529528.88334937
8114,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8115,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,61021572.11340829
8116,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8117,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,96794359.63336056
8118,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8119,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,175610942.34554458
8120,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8121,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,83359729.40090285
8122,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8123,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,106235928.1842228
8124,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8125,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,108931070.43009593
