Economy,Date,Scope,Frequency,Transport Type,Medium,Vehicle Type,Drive,Drive_proportion,Value,Dataset,Source
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,d,0.20161947775745015,934527.6510704238,LdvEv_est,8th/IeaEv
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,g,0.7827999937804508,3628360.9479717305,LdvEv_est,8th/IeaEv
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,lpg,0.0075055490575786634,34789.01547007721,LdvEv_est,8th/IeaEv
04_CHL,2020-12-31,National,Yearly,passenger,road,ldv,phevg,0.0029849213577743294,13835.426894947941,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,bev,0.013455365205329965,2641938.3395976285,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,cng,0.07903809335648312,15518996.76751053,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,d,0.03443809917842092,6761862.883238228,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,fcev,6.110136053978243e-05,11997.149430599213,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,g,0.7846276708980227,154060324.22171196,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,lpg,0.007447679270774725,1462339.305267763,LdvEv_est,8th/IeaEv
05_PRC,2020-12-31,National,Yearly,passenger,road,ldv,phevg,0.02043230897857676,4011849.521232154,LdvEv_est,8th/IeaEv
08_JPN,2020-12-31,National,Yearly,passenger,road,ldv,bev,0.002128108154253708,147229.61509574964,LdvEv_est,8th/IeaEv
08_JPN,2020-12-31,National,Yearly,passenger,road,ldv,d,0.06744917397065134,4666358.663386504,LdvEv_est,8th/IeaEv
08_JPN,2020-12-31,National,Yearly,passenger,road,ldv,fcev,5.8675890881550595e-05,4059.3936979299783,LdvEv_est,8th/IeaEv
